56,39,3
100,39,4
107,39,3
69,39,2
137,39,3
27,39,3
43,39,5
115,39,4
44,39,3
90,39,4
17,39,5
156,39,4
132,39,3
46,39,5
159,39,5
127,39,5
36,39,5
138,39,5
112,39,5
26,39,1
81,39,5
26,40,5
16,40,1
28,40,3
166,40,3
105,40,3
36,40,4
127,40,5
132,40,5
140,40,4
161,40,1
144,40,4
7,40,4
112,40,5
12,40,3
159,40,3
81,40,3
138,40,3
60,40,3
156,40,4
137,40,4
17,40,4
39,40,4
70,41,3
93,41,3
145,41,2
170,41,2
143,41,2
8,41,3
17,41,3
105,41,3
16,41,3
92,41,3
124,41,2
94,41,2
26,41,3
53,41,3
12,41,3
159,41,4
4,41,3
28,41,4
98,41,1
37,41,3
5,41,2
91,41,2
150,41,3
81,41,3
128,41,3
7,41,3
21,41,3
166,41,3
43,42,2
28,42,2
109,42,1
121,42,5
34,42,1
26,42,2
162,42,2
14,42,1
138,42,2
60,42,2
132,42,2
8,42,5
54,42,1
150,42,3
81,42,3
167,42,5
114,42,1
159,42,5
91,42,5
169,42,3
17,42,3
166,43,4
140,43,4
81,43,4
29,43,1
9,43,3
150,43,3
28,43,3
104,43,3
132,43,5
127,43,3
169,43,3
112,43,3
21,43,3
7,43,2
90,43,3
17,43,3
158,43,4
138,43,4
145,43,3
107,43,3
97,43,2
97,44,2
166,44,3
91,44,2
144,44,4
105,44,3
4,44,2
28,44,1
81,44,1
165,44,3
17,44,1
36,44,4
168,44,4
140,44,4
132,44,4
55,44,2
16,44,3
94,44,4
158,44,4
76,44,4
56,44,4
26,44,5
114,45,4
60,45,3
76,45,1
127,45,3
110,45,4
145,45,4
94,45,4
168,45,3
138,45,2
144,45,4
44,45,3
17,45,4
11,45,1
26,45,2
12,45,4
105,45,4
158,45,5
166,45,4
135,45,5
45,45,4
37,46,4
150,46,4
16,46,4
94,46,5
127,46,3
56,46,4
168,46,4
130,46,5
144,46,5
6,46,5
63,46,4
116,46,4
8,46,3
171,46,4
109,46,3
25,46,4
26,46,5
28,46,3
166,4,4
145,4,4
81,4,4
11,4,4
127,4,4
37,4,4
94,4,5
76,4,4
150,4,4
36,4,5
132,4,5
44,4,3
21,4,5
7,4,4
91,4,2
116,4,5
138,4,5
171,4,3
105,4,5
159,4,5
12,4,4
167,4,4
9,4,4
28,4,4
53,4,4
8,5,4
94,5,3
171,5,3
130,5,3
14,5,2
124,5,3
63,5,2
1,5,5
48,5,2
26,5,5
127,5,4
17,5,2
166,5,3
16,5,2
44,5,1
28,5,3
144,5,3
105,5,1
81,5,2
4,5,4
56,5,2
158,5,4
132,5,3
167,5,2
39,47,1
94,47,2
76,47,2
81,47,3
12,47,1
105,47,3
9,47,1
130,47,2
23,47,1
73,47,1
138,47,5
171,47,1
152,47,4
108,47,1
26,47,4
109,47,2
17,47,2
88,47,1
28,47,2
159,48,4
26,48,5
39,48,3
73,48,4
138,48,5
142,48,3
127,48,2
91,48,3
84,48,4
110,48,2
56,48,4
36,48,3
62,48,4
28,48,5
86,48,3
81,48,4
16,48,3
44,48,3
125,48,3
6,48,4
116,48,3
12,48,4
44,49,3
140,49,3
127,49,3
132,49,4
94,49,4
28,49,3
167,49,4
26,49,4
63,49,4
4,49,3
56,49,3
105,49,4
121,49,3
166,49,3
21,49,4
16,49,3
138,49,3
108,49,3
159,49,4
158,49,4
36,49,3
129,50,3
108,50,3
152,50,4
137,50,4
144,50,3
161,50,2
140,50,5
53,50,2
69,50,4
166,50,3
127,50,3
60,50,3
17,50,3
21,50,3
29,50,5
132,50,4
107,50,3
112,50,4
167,50,4
109,50,3
158,50,4
54,50,4
150,50,3
94,51,3
132,51,4
138,51,4
169,51,4
160,51,1
142,51,4
9,51,3
16,51,1
161,51,3
127,51,2
158,51,5
53,51,1
17,51,2
76,51,5
29,51,4
66,51,4
107,51,3
60,51,3
144,51,4
36,52,2
130,52,4
11,52,4
104,52,2
127,52,5
168,52,4
132,52,3
17,52,1
158,52,4
171,52,4
4,52,5
92,52,2
144,52,3
56,52,3
28,52,2
26,52,5
116,52,4
1,52,4
138,52,5
129,52,3
105,52,4
166,52,4
44,52,4
107,52,3
81,52,2
71,53,3
166,53,4
168,53,4
171,53,4
105,53,3
150,53,3
17,53,4
152,53,5
161,53,3
107,53,5
26,53,3
76,53,4
127,53,4
145,53,4
158,53,4
94,53,3
4,53,4
21,53,3
132,53,4
12,53,3
53,53,3
36,53,3
138,53,5
110,53,5
127,54,5
158,54,4
66,54,4
116,54,5
69,54,4
145,54,3
28,54,3
97,54,3
36,54,5
168,54,3
37,54,4
94,54,4
137,54,4
17,54,3
76,54,2
140,54,4
81,54,2
114,54,5
56,54,4
53,54,5
21,54,3
16,54,2
150,54,4
8,54,5
7,54,3
167,54,4
159,54,4
26,54,4
138,54,5
129,55,3
36,55,5
105,55,4
91,55,2
97,55,2
132,55,4
167,55,4
21,55,5
28,55,4
76,55,4
130,55,4
26,55,4
171,55,4
16,55,3
94,55,4
116,55,3
138,55,5
81,55,4
150,55,4
12,55,3
168,55,2
76,56,2
5,56,4
7,56,4
36,56,5
1,56,1
12,56,3
53,56,5
6,56,5
167,56,4
17,56,4
25,56,4
130,56,5
168,56,4
28,56,3
150,56,1
105,56,2
81,56,2
163,57,2
44,57,4
34,57,2
113,57,5
147,57,2
152,57,2
19,57,2
8,57,4
17,57,3
94,57,3
4,57,3
142,57,3
21,57,2
26,57,3
60,57,2
28,57,5
31,57,2
138,57,5
158,57,2
95,57,2
104,57,2
116,57,3
36,57,2
108,57,2
17,58,4
116,58,3
100,58,1
56,58,3
46,58,4
76,58,3
6,58,3
4,58,3
26,58,4
91,58,3
16,58,3
144,58,3
167,58,3
138,58,4
37,58,2
81,58,2
53,58,3
132,58,3
14,58,3
109,58,3
121,58,4
130,58,3
118,59,3
128,59,1
29,59,3
104,59,5
33,59,3
28,59,4
159,59,4
60,59,4
53,59,3
121,59,5
54,59,5
48,59,3
66,59,5
93,59,3
17,59,5
8,59,4
136,60,4
147,60,1
119,60,1
41,60,1
59,60,1
117,60,1
102,60,1
96,60,1
122,60,1
172,60,1
100,60,1
69,60,1
131,60,1
156,60,1
58,60,1
99,60,1
133,60,1
90,60,1
66,60,3
110,60,1
23,60,3
24,60,1
144,61,2
70,61,3
105,61,4
146,61,2
77,61,3
121,61,3
132,61,4
36,61,4
167,61,3
12,61,4
138,61,5
7,61,3
28,61,5
150,61,3
140,61,3
16,61,4
124,61,3
53,61,3
17,61,3
21,61,3
65,62,3
127,62,4
81,62,3
76,62,3
61,62,3
140,62,3
168,62,1
169,62,3
150,62,3
166,62,3
97,62,3
132,62,3
158,62,2
94,62,3
29,62,3
112,62,3
23,62,4
107,62,3
138,62,4
26,62,3
170,63,5
112,63,4
119,63,5
0,63,3
138,63,2
110,63,5
159,63,5
132,63,5
116,63,4
11,63,4
16,63,5
105,63,4
44,63,4
107,63,5
94,63,4
127,63,3
169,63,5
30,63,4
26,63,5
28,63,5
36,63,4
7,63,2
17,63,5
168,63,2
144,63,3
16,64,3
26,64,5
21,64,3
118,64,1
28,64,4
56,64,2
93,64,2
109,64,3
138,64,3
17,64,2
142,64,3
66,64,3
94,64,1
110,64,3
130,64,3
159,64,5
121,64,4
150,65,3
46,65,5
21,65,4
56,65,3
127,65,3
17,65,3
91,65,3
109,65,3
116,65,3
117,65,4
44,65,4
166,65,3
33,65,3
142,65,2
105,65,3
22,65,3
16,65,4
26,65,5
4,65,4
36,65,5
81,65,4
124,65,4
63,65,5
8,65,4
53,65,3
144,65,3
58,66,5
131,66,5
96,66,5
169,66,1
81,66,1
50,66,1
59,66,5
101,66,1
4,66,5
157,66,5
138,66,5
33,66,5
89,66,5
13,66,1
117,66,5
29,66,2
67,66,1
136,66,1
41,66,5
133,66,2
68,66,1
122,66,1
142,66,1
160,66,1
7,67,2
81,67,4
150,67,5
91,67,4
116,67,3
54,67,4
115,67,3
47,67,2
4,67,4
138,67,3
40,67,2
105,67,2
17,67,2
56,67,3
94,67,4
16,67,2
110,67,4
109,67,5
53,67,4
21,67,5
88,67,5
127,67,2
26,67,5
118,67,3
142,67,2
167,67,4
8,67,5
36,67,5
16,68,4
121,68,4
167,68,4
159,68,4
28,68,4
11,68,5
8,68,4
17,68,4
21,68,3
104,68,4
118,68,4
150,68,4
26,68,5
105,68,3
142,68,4
140,68,4
40,68,5
167,69,2
12,69,2
105,69,2
53,69,3
71,69,1
138,69,3
16,69,1
56,69,3
150,69,1
28,69,2
108,69,1
114,69,3
136,69,3
117,69,3
17,69,4
6,69,3
26,69,3
123,69,3
166,69,2
44,69,2
156,69,2
44,70,4
30,70,5
112,70,4
138,70,5
61,70,5
56,70,5
26,70,5
152,70,5
125,70,3
141,70,5
166,70,4
116,70,5
127,70,5
8,70,5
150,70,4
105,70,3
110,70,5
144,70,4
149,70,4
162,70,4
170,70,4
65,70,4
16,70,2
171,70,5
6,70,5
132,70,5
17,70,5
25,70,5
76,71,4
152,71,4
121,71,3
138,71,4
69,71,3
94,71,4
56,71,4
8,71,5
36,71,2
9,71,4
158,71,4
40,71,3
140,71,4
167,71,3
81,71,3
1,71,5
29,71,4
144,71,3
150,71,4
105,71,2
116,71,4
127,71,4
166,71,4
17,72,5
26,72,5
44,72,4
11,72,3
121,72,4
82,72,2
105,72,3
60,72,1
56,72,2
138,72,3
28,72,4
6,72,4
169,72,2
16,72,3
110,72,1
39,72,3
7,72,4
159,72,1
81,72,5
124,72,4
11,73,2
81,73,4
132,73,5
152,73,5
53,73,4
32,73,4
158,73,3
28,73,5
4,73,5
9,73,5
30,73,4
116,73,1
1,73,3
138,73,2
29,73,5
129,73,4
140,73,3
167,73,3
121,73,2
26,73,1
94,73,5
108,73,3
21,73,3
7,73,3
69,73,5
16,74,2
130,74,1
91,74,2
140,74,4
167,74,2
138,74,5
17,74,3
76,74,5
150,74,2
126,74,1
26,74,4
109,74,1
144,74,4
108,74,1
105,74,3
171,74,1
60,75,2
36,75,3
20,75,4
16,75,3
121,75,4
152,75,4
8,75,4
26,75,2
81,75,4
155,75,4
138,75,5
28,75,3
56,75,3
44,75,3
97,75,3
5,75,4
127,75,3
150,75,3
105,75,3
37,75,4
17,76,3
81,76,3
167,76,4
138,76,4
60,76,4
100,76,2
142,76,3
76,76,4
94,76,4
91,76,3
4,76,4
33,76,4
16,76,3
166,76,4
68,76,4
56,76,4
132,76,4
105,76,2
158,76,3
26,76,3
150,76,3
53,76,3
116,76,4
63,76,3
168,76,3
12,77,4
129,77,3
145,77,3
7,77,3
112,77,3
159,77,2
94,77,5
36,77,5
88,77,2
76,77,3
56,77,4
105,77,5
17,77,4
132,77,4
81,77,3
116,77,5
28,77,2
138,77,5
150,77,3
171,77,4
170,77,2
104,77,3
1,77,4
37,77,5
127,77,4
17,78,4
94,78,4
158,78,3
138,78,4
142,78,3
26,78,5
81,78,3
107,78,4
170,78,3
145,78,4
150,78,3
53,78,4
21,78,3
76,78,1
162,78,3
112,78,4
171,78,3
1,78,3
129,78,4
127,78,3
11,78,4
26,79,4
108,79,2
28,79,3
99,79,3
127,79,1
109,79,2
37,79,3
142,79,2
53,79,4
12,79,3
147,79,3
138,79,5
47,79,5
167,79,2
4,79,4
141,79,2
16,79,4
17,79,3
111,79,1
105,79,2
34,80,1
159,80,5
68,80,5
144,80,1
152,80,5
33,80,5
29,80,5
95,80,5
17,80,5
1,80,5
8,80,5
66,80,5
121,80,5
81,80,5
138,80,5
124,80,5
26,80,1
127,80,3
129,80,3
150,80,5
39,80,5
16,80,4
163,80,5
9,80,3
158,80,5
166,80,5
6,80,5
56,81,5
121,81,5
127,81,3
142,81,3
159,81,5
44,81,3
150,81,3
26,81,5
32,81,3
105,81,5
135,81,5
94,81,5
53,81,5
10,81,5
112,81,5
28,81,5
63,81,3
91,81,5
116,81,5
159,82,1
33,82,5
17,82,1
171,82,5
75,82,4
1,82,1
138,82,5
91,82,1
116,82,4
140,82,5
167,82,1
105,82,1
64,82,1
129,82,2
11,82,5
7,82,1
132,83,3
152,83,4
127,83,3
17,83,5
16,83,3
140,83,4
36,83,4
94,83,3
121,83,3
170,83,4
7,83,4
167,83,4
28,83,3
118,83,3
53,83,4
87,83,3
138,83,5
26,83,4
54,83,4
34,83,4
150,83,2
105,84,2
30,84,3
36,84,3
61,84,3
29,84,3
138,84,5
150,84,3
9,84,2
159,84,4
14,84,4
107,84,3
20,84,3
124,84,2
129,84,3
97,84,3
158,84,3
81,84,3
17,84,5
26,84,4
144,84,2
53,84,4
28,84,5
113,84,3
104,84,3
112,84,3
145,84,4
21,84,3
146,84,3
76,84,3
76,85,1
12,85,3
77,85,1
36,85,2
140,85,2
93,85,5
150,85,3
159,85,5
21,85,4
138,85,5
53,85,5
4,85,5
16,85,1
17,85,5
97,85,2
116,85,5
121,85,5
108,85,4
26,85,5
81,85,5
7,85,5
81,86,3
76,86,2
149,86,2
164,86,4
8,86,3
112,86,4
168,86,4
3,86,3
166,86,3
162,86,4
51,86,3
15,86,4
2,86,3
138,86,5
169,86,3
65,86,3
48,86,3
165,86,3
60,86,3
103,86,2
90,86,3
28,86,3
171,86,3
107,86,4
74,86,3
17,86,4
140,86,3
1,86,3
106,86,3
150,87,4
7,87,4
116,87,4
44,87,3
138,87,5
159,87,3
5,87,2
33,87,1
147,87,3
81,87,4
14,87,1
77,87,3
146,87,1
109,87,1
66,87,4
82,87,1
167,87,5
8,87,5
132,87,2
17,87,4
34,87,1
114,87,1
9,87,1
4,87,3
28,87,3
105,87,2
21,87,3
127,88,4
170,88,3
